"Suburb","Address","Rooms","Distance","Lattitude","Longtitude","SellerG","Date","Postcode","Bedroom2","Bathroom","YearBuilt","CouncilArea","CarImp","LandsizeImp","sqrt_distance_std","log_landsize_std","lattitude_std","longtitude_std","rooms_cat","year_built_cat","car_cat","Regionname","Type","Method","bath_cat","bed_cat","sell_rate_cat","Price","log_price","price_label","price_label_high"
"Bentleigh","11 Rogers Rd",3,13,-37.9311,145.0428,"Buxton","3/12/2016",3204,3,2,1960,"Glen Eira",2,613,0.614925942504335,0.470657545476717,-1.52598473514375,0.454548150646945,"Medianas","Antigua","Muchas_plazas","Southern_Metropolitan","h","S","Muchos_baños","Pocos_dormitorios","Más_populares",1425000,6.15381486434453,TRUE,TRUE
"Bentleigh","11A Mortimore St",3,13,-37.9272,145.0406,"Ray","4/02/2016",3204,3,2,2000,"Glen Eira",2,299,0.614925942504335,-0.48846202053959,-1.47702657691053,0.433370937612357,"Medianas","Moderna","Muchas_plazas","Southern_Metropolitan","h","S","Muchos_baños","Pocos_dormitorios","Más_populares",1222500,6.08724886779566,TRUE,FALSE
"Bentleigh","37 Godfrey St",4,13,-37.9155,145.0401,"hockingstuart","4/06/2016",3204,4,3,NA,"Glen Eira",2,628,0.614925942504335,0.502954866361515,-1.33015210221097,0.428557934649764,"Grandes","Desconocido","Muchas_plazas","Southern_Metropolitan","h","S","Muchos_baños","Muchos_dormitorios","Más_populares",2700000,6.43136376415899,TRUE,TRUE
"Bentleigh","174 Jasper Rd",3,13,-37.9172,145.0421,"hockingstuart","4/06/2016",3204,3,2,1925,"Glen Eira",1,418,0.614925942504335,-0.0408623490207968,-1.35149283785108,0.447809946499588,"Medianas","Antigua","Pocas_plazas","Southern_Metropolitan","t","PI","Muchos_baños","Pocos_dormitorios","Más_populares",9e+05,5.95424250943933,FALSE,FALSE
"Bentleigh","15 Miles St",3,13,-37.922,145.0302,"Buxton","4/06/2016",3204,3,2,NA,"Glen Eira",2,298,0.614925942504335,-0.492937627544981,-1.41174903259957,0.333260475993709,"Medianas","Desconocido","Muchas_plazas","Southern_Metropolitan","h","VB","Muchos_baños","Pocos_dormitorios","Más_populares",1100000,6.04139268515823,TRUE,FALSE
"Bentleigh","143 Patterson Rd",7,13,-37.9269,145.047,"Ray","4/06/2016",3204,7,3,1950,"Glen Eira",4,607,0.614925942504335,0.457516776170206,-1.4732605647388,0.494977375531357,"Grandes","Antigua","Muchas_plazas","Southern_Metropolitan","h","S","Muchos_baños","Muchos_dormitorios","Más_populares",1005000,6.00216606175651,TRUE,FALSE
"Bentleigh","13 Somers St",3,13,-37.9149,145.0254,"Buxton","4/06/2016",3204,3,1,1945,"Glen Eira",1,576,0.614925942504335,0.387483852750632,-1.32262007786742,0.287055647554186,"Medianas","Antigua","Pocas_plazas","Southern_Metropolitan","h","S","Pocos_baños","Pocos_dormitorios","Más_populares",1317500,6.11975062388458,TRUE,FALSE
"Bentleigh","8/11 Brentwood St",2,13,-37.9332,145.045,"Buxton","6/08/2016",3204,2,1,1965,"Glen Eira",1,592,0.614925942504335,0.424087990200199,-1.55234682034622,0.475725363681532,"Pequeñas","Antigua","Pocas_plazas","Southern_Metropolitan","u","PI","Pocos_baños","Pocos_dormitorios","Más_populares",360000,5.55630250076729,FALSE,FALSE
"Bentleigh","12b Coates St",4,13,-37.9278,145.0337,"hockingstuart","6/08/2016",3204,3,3,2012,"Glen Eira",2,291,0.614925942504335,-0.524693866655651,-1.48455860125408,0.366951496730764,"Grandes","Moderna","Muchas_plazas","Southern_Metropolitan","t","S","Muchos_baños","Pocos_dormitorios","Más_populares",1435000,6.15685190107001,TRUE,TRUE
"Bentleigh","23 Yawla St",3,13,-37.9134,145.0263,"hockingstuart","7/05/2016",3204,3,2,1940,"Glen Eira",1,565,0.614925942504335,0.361723822660634,-1.3037900170085,0.295719052886579,"Medianas","Antigua","Pocas_plazas","Southern_Metropolitan","h","PI","Muchos_baños","Pocos_dormitorios","Más_populares",1500000,6.17609125905568,TRUE,TRUE
"Bentleigh","39 Luckins Rd",4,13,-37.9318,145.0474,"Buxton","7/11/2016",3204,4,2,1940,"Glen Eira",2,697,0.614925942504335,0.64222311868153,-1.53477209687793,0.498827777901431,"Grandes","Antigua","Muchas_plazas","Southern_Metropolitan","h","PI","Muchos_baños","Muchos_dormitorios","Más_populares",1300000,6.11394335230684,TRUE,FALSE
"Bentleigh","1/19 Patterson Rd",2,13,-37.9247,145.0287,"Buxton","7/11/2016",3204,2,1,NA,"Glen Eira",1,298,0.614925942504335,-0.492937627544981,-1.44564314214569,0.318821467106204,"Pequeñas","Desconocido","Pocas_plazas","Southern_Metropolitan","h","S","Pocos_baños","Pocos_dormitorios","Más_populares",855000,5.93196611472817,FALSE,FALSE
"Bentleigh","592 Centre Rd",3,13,-37.9199,145.0477,"hockingstuart","8/10/2016",3204,3,1,1948,"Glen Eira",2,584,0.614925942504335,0.405911282031441,-1.3853869473971,0.501715579678713,"Medianas","Antigua","Muchas_plazas","Southern_Metropolitan","h","S","Pocos_baños","Pocos_dormitorios","Más_populares",1125000,6.05115252244738,TRUE,FALSE
"Bentleigh","32 Luckins Rd",3,13,-37.9321,145.0472,"O'Brien","8/10/2016",3204,3,1,NA,"Glen Eira",2,627,0.614925942504335,0.500825834131432,-1.53853810904966,0.496902576716394,"Medianas","Desconocido","Muchas_plazas","Southern_Metropolitan","h","SP","Pocos_baños","Pocos_dormitorios","Más_populares",1135000,6.05499586152914,TRUE,FALSE
"Bentleigh","575 South Rd",3,13,-37.9344,145.0481,"hockingstuart","8/10/2016",3204,3,2,NA,"Glen Eira",1,578,0.614925942504335,0.392114593753159,-1.56741086903332,0.505565982048787,"Medianas","Desconocido","Pocas_plazas","Southern_Metropolitan","h","S","Muchos_baños","Pocos_dormitorios","Más_populares",867000,5.93801909747621,FALSE,FALSE
"Bentleigh","74 Fromer St",4,13,-37.9291,145.0472,"hockingstuart","10/09/2016",3204,3,2,1940,"Glen Eira",2,610,0.614925942504335,0.464103317572167,-1.50087798733182,0.496902576716394,"Grandes","Antigua","Muchas_plazas","Southern_Metropolitan","h","S","Muchos_baños","Pocos_dormitorios","Más_populares",1328000,6.123198075032,TRUE,FALSE
"Bentleigh","4 Gordon St",3,13,-37.9279,145.031,"hockingstuart","10/09/2016",3204,3,2,1910,"Glen Eira",1,526,0.614925942504335,0.266169394787822,-1.48581393864472,0.340961280733584,"Medianas","Antigua","Pocas_plazas","Southern_Metropolitan","h","S","Muchos_baños","Pocos_dormitorios","Más_populares",1340000,6.12710479836481,TRUE,TRUE
"Bentleigh","58 London St",4,13,-37.9252,145.0494,"Buxton","10/09/2016",3204,4,3,2010,"Glen Eira",2,271,0.614925942504335,-0.619820688601257,-1.4519198290986,0.518079789750982,"Grandes","Moderna","Muchas_plazas","Southern_Metropolitan","t","S","Muchos_baños","Muchos_dormitorios","Más_populares",1155000,6.06258198422816,TRUE,FALSE
"Bentleigh","182 Patterson Rd",3,13,-37.9267,145.043,"Buxton","10/09/2016",3204,3,1,1960,"Glen Eira",4,758,0.614925942504335,0.754308081542935,-1.47074988995753,0.456473351831982,"Medianas","Antigua","Muchas_plazas","Southern_Metropolitan","h","S","Pocos_baños","Pocos_dormitorios","Más_populares",1275000,6.10551018476997,TRUE,FALSE
"Bentleigh","1/30 Daley St",2,13,-37.9243,145.0376,"Marshall","10/12/2016",3204,2,1,1940,"Glen Eira",1,296,0.614925942504335,-0.50193407529019,-1.44062179258332,0.404492919837621,"Pequeñas","Antigua","Pocas_plazas","Southern_Metropolitan","h","SP","Pocos_baños","Pocos_dormitorios","Más_populares",855000,5.93196611472817,FALSE,FALSE
"Bentleigh","1/26 Harding St",3,13,-37.9292,145.0341,"Buxton","10/12/2016",3204,3,2,NA,"Glen Eira",2,333,0.614925942504335,-0.344579774476124,-1.50213332472246,0.370801899100565,"Medianas","Desconocido","Muchas_plazas","Southern_Metropolitan","t","SP","Muchos_baños","Pocos_dormitorios","Más_populares",1100000,6.04139268515823,TRUE,FALSE
"Bentleigh","13/27 Patterson Rd",2,13,-37.9245,145.0336,"hockingstuart","10/12/2016",3204,2,1,1960,"Glen Eira",1,116,0.614925942504335,-1.75342731127507,-1.4431324673645,0.365988896138246,"Pequeñas","Antigua","Pocas_plazas","Southern_Metropolitan","u","SP","Pocos_baños","Pocos_dormitorios","Más_populares",650000,5.81291335664286,FALSE,FALSE
"Bentleigh","112 Tucker Rd",4,13,-37.924,145.0504,"Buxton","10/12/2016",3204,4,2,1950,"Glen Eira",4,902,0.614925942504335,0.986674414215335,-1.4368557804115,0.527705795675894,"Grandes","Antigua","Muchas_plazas","Southern_Metropolitan","h","S","Muchos_baños","Muchos_dormitorios","Más_populares",1815000,6.25887662937213,TRUE,TRUE
"Bentleigh","9 Yawla St",4,13,-37.9132,145.0251,"hockingstuart","10/12/2016",3204,4,3,2008,"Glen Eira",2,557,0.614925942504335,0.342672270690093,-1.30127934222731,0.284167845776903,"Grandes","Moderna","Muchas_plazas","Southern_Metropolitan","h","S","Muchos_baños","Muchos_dormitorios","Más_populares",2255000,6.35314654621398,TRUE,TRUE
"Bentleigh","66 Fromer St",3,13,-37.929,145.0464,"McGrath","11/02/2017",3204,3,2,1950,"Glen Eira",2,613,0.614925942504335,0.470657545476717,-1.49962264994127,0.489201771976519,"Medianas","Antigua","Muchas_plazas","Southern_Metropolitan","h","S","Muchos_baños","Pocos_dormitorios","Más_populares",1470000,6.16731733474818,TRUE,TRUE
"Bentleigh","10/21 Bent St",2,13,-37.9158,145.0379,"Buxton","12/11/2016",3204,2,1,NA,"Glen Eira",0,1045,0.614925942504335,1.18327223583658,-1.3339181143827,0.407380721615176,"Pequeñas","Desconocido","Pocas_plazas","Southern_Metropolitan","u","PI","Pocos_baños","Pocos_dormitorios","Más_populares",420000,5.6232492903979,FALSE,FALSE
"Bentleigh","11 Somers St",4,13,-37.9149,145.0252,"hockingstuart","12/11/2016",3204,4,1,NA,"Glen Eira",1,567,0.614925942504335,0.366444560581925,-1.32262007786742,0.285130446369422,"Grandes","Desconocido","Pocas_plazas","Southern_Metropolitan","h","S","Pocos_baños","Muchos_dormitorios","Más_populares",1450000,6.16136800223498,TRUE,TRUE
"Bentleigh","103 Tucker Rd",3,13,-37.9256,145.0497,"hockingstuart","12/11/2016",3204,3,2,NA,"Glen Eira",2,590,0.614925942504335,0.419566945473945,-1.45694117866106,0.520967591528537,"Medianas","Desconocido","Muchas_plazas","Southern_Metropolitan","h","PI","Muchos_baños","Pocos_dormitorios","Más_populares",1200000,6.07918124604763,TRUE,FALSE
"Bentleigh","11 Wheatley Rd",4,13,-37.9163,145.0324,"McGrath","12/11/2016",3204,4,2,1930,"Glen Eira",3,855,0.614925942504335,0.91518272020854,-1.34019480133571,0.354437689028297,"Grandes","Antigua","Muchas_plazas","Southern_Metropolitan","h","PI","Muchos_baños","Muchos_dormitorios","Más_populares",1860000,6.26951294421792,TRUE,TRUE
"Bentleigh","2/15 Jasper Rd",2,13,-37.9326,145.0387,"hockingstuart","13/08/2016",3204,2,1,1990,"Glen Eira",1,227,0.614925942504335,-0.856512441615125,-1.54481479600267,0.415081526355051,"Pequeñas","Moderna","Pocas_plazas","Southern_Metropolitan","u","S","Pocos_baños","Pocos_dormitorios","Más_populares",725000,5.86033800657099,FALSE,FALSE
"Bentleigh","38 Leckie St",3,13,-37.9203,145.048,"Buxton","15/10/2016",3204,3,1,1925,"Glen Eira",2,723,0.614925942504335,0.691151338298224,-1.39040829695947,0.504603381456269,"Medianas","Antigua","Muchas_plazas","Southern_Metropolitan","h","S","Pocos_baños","Pocos_dormitorios","Más_populares",1390000,6.14301480025409,TRUE,TRUE
"Bentleigh","15 Luckins Rd",3,13,-37.9316,145.0454,"Buxton","15/10/2016",3204,3,2,NA,"Glen Eira",1,699,0.614925942504335,0.646051108239337,-1.53226142209675,0.479575766051607,"Medianas","Desconocido","Pocas_plazas","Southern_Metropolitan","h","SP","Muchos_baños","Pocos_dormitorios","Más_populares",1400000,6.14612803567824,TRUE,TRUE
"Bentleigh","33 Luckins Rd",3,13,-37.9317,145.0469,"Woodards","15/10/2016",3204,3,2,1970,"Glen Eira",2,690,0.614925942504335,0.628738112925489,-1.5335167594873,0.494014774938838,"Medianas","Antigua","Muchas_plazas","Southern_Metropolitan","h","S","Muchos_baños","Pocos_dormitorios","Más_populares",1328000,6.123198075032,TRUE,FALSE
"Bentleigh","4a Rosina St",4,13,-37.9326,145.0441,"hockingstuart","15/10/2016",3204,4,2,2008,"Glen Eira",3,354,0.614925942504335,-0.262879456231198,-1.54481479600267,0.467061958349139,"Grandes","Moderna","Muchas_plazas","Southern_Metropolitan","t","S","Muchos_baños","Muchos_dormitorios","Más_populares",1247000,6.09586645347854,TRUE,FALSE
"Bentleigh","14 Sandra Gr",3,13,-37.933,145.0466,"Buxton","15/10/2016",3204,3,2,NA,"Glen Eira",2,592,0.614925942504335,0.424087990200199,-1.54983614556504,0.491126973161556,"Medianas","Desconocido","Muchas_plazas","Southern_Metropolitan","h","S","Muchos_baños","Pocos_dormitorios","Más_populares",1311000,6.11760269169008,TRUE,FALSE
"Bentleigh","4 The Highway",3,13,-37.9187,145.0461,"hockingstuart","15/10/2016",3204,3,1,NA,"Glen Eira",2,382,0.614925942504335,-0.161180677542465,-1.37032289871,0.486313970198963,"Medianas","Desconocido","Muchas_plazas","Southern_Metropolitan","h","S","Pocos_baños","Pocos_dormitorios","Más_populares",1100000,6.04139268515823,TRUE,FALSE
"Bentleigh","4 Leckie St",3,13,-37.9228,145.0476,"hockingstuart","16/04/2016",3204,3,1,NA,"Glen Eira",2,700,0.614925942504335,0.647960997687753,-1.4217917317244,0.500752979086195,"Medianas","Desconocido","Muchas_plazas","Southern_Metropolitan","h","S","Pocos_baños","Pocos_dormitorios","Más_populares",1327500,6.12303452975351,TRUE,FALSE
"Bentleigh","43 Wavell St",4,13,-37.9149,145.0469,"Buxton","16/04/2016",3204,4,3,NA,"Glen Eira",1,695,0.614925942504335,0.638384129138611,-1.32262007786742,0.494014774938838,"Grandes","Desconocido","Pocas_plazas","Southern_Metropolitan","h","PI","Muchos_baños","Muchos_dormitorios","Más_populares",1560000,6.19312459835446,TRUE,TRUE
"Bentleigh","4 Daley St",3,13,-37.9256,145.0374,"hockingstuart","16/07/2016",3204,3,1,1950,"Glen Eira",2,624,0.614925942504335,0.494418304142925,-1.45694117866106,0.402567718652584,"Medianas","Antigua","Muchas_plazas","Southern_Metropolitan","h","S","Pocos_baños","Pocos_dormitorios","Más_populares",1370000,6.13672056715641,TRUE,TRUE
"Bentleigh","145a Jasper Rd",3,13,-37.921,145.0411,"Buxton","16/07/2016",3204,3,1,NA,"Glen Eira",2,632,0.614925942504335,0.511437227819742,-1.39919565869366,0.438183940574676,"Medianas","Desconocido","Muchas_plazas","Southern_Metropolitan","h","S","Pocos_baños","Pocos_dormitorios","Más_populares",1100000,6.04139268515823,TRUE,FALSE
"Bentleigh","15 Wilson St",4,13,-37.9152,145.0244,"hockingstuart","16/07/2016",3204,4,2,1920,"Glen Eira",1,576,0.614925942504335,0.387483852750632,-1.32638609003915,0.277429641629547,"Grandes","Antigua","Pocas_plazas","Southern_Metropolitan","h","S","Muchos_baños","Muchos_dormitorios","Más_populares",1385000,6.14144977340047,TRUE,TRUE
"Bentleigh","59b Fromer St",3,13,-37.9287,145.0461,"hockingstuart","17/09/2016",3204,3,2,NA,"Glen Eira",2,309,0.614925942504335,-0.44451175974954,-1.49585663776945,0.486313970198963,"Medianas","Desconocido","Muchas_plazas","Southern_Metropolitan","t","S","Muchos_baños","Pocos_dormitorios","Más_populares",1275000,6.10551018476997,TRUE,FALSE
"Bentleigh","64 Tucker Rd",3,13,-37.9286,145.0495,"Buxton","17/09/2016",3204,3,2,1965,"Glen Eira",1,581,0.614925942504335,0.399030747810011,-1.4946013003789,0.5190423903435,"Medianas","Antigua","Pocas_plazas","Southern_Metropolitan","h","S","Muchos_baños","Pocos_dormitorios","Más_populares",1095000,6.03941411917614,TRUE,FALSE
"Bentleigh","1/96 Tucker Rd",2,13,-37.9257,145.0501,"Ray","17/09/2016",3204,2,1,NA,"Glen Eira",2,321,0.614925942504335,-0.393611605651862,-1.45819651605161,0.524817993898338,"Pequeñas","Desconocido","Muchas_plazas","Southern_Metropolitan","u","S","Pocos_baños","Pocos_dormitorios","Más_populares",797500,5.90173069172922,FALSE,FALSE
"Bentleigh","3/18 Bleazby St",2,13,-37.9173,145.0359,"hockingstuart","18/03/2017",3204,2,1,2012,"Glen Eira",1,677,0.614925942504335,0.603327578424945,-1.35274817524162,0.388128709765352,"Pequeñas","Moderna","Pocas_plazas","Southern_Metropolitan","u","S","Pocos_baños","Pocos_dormitorios","Más_populares",725000,5.86033800657099,FALSE,FALSE
"Bentleigh","2/1 Corbie St",3,13,-37.9317,145.0352,"Buxton","18/03/2017",3204,3,2,2007,"Glen Eira",2,147,0.614925942504335,-1.43701358185753,-1.5335167594873,0.381390505617996,"Medianas","Moderna","Muchas_plazas","Southern_Metropolitan","t","S","Muchos_baños","Pocos_dormitorios","Más_populares",825000,5.91645394854993,FALSE,FALSE
"Bentleigh","77B Fromer St",3,13,-37.9289,145.0478,"Buxton","18/03/2017",3204,3,2,2012,"Glen Eira",2,610,0.614925942504335,0.464103317572167,-1.49836731255064,0.502678180271232,"Medianas","Moderna","Muchas_plazas","Southern_Metropolitan","t","S","Muchos_baños","Pocos_dormitorios","Más_populares",1235000,6.09166695759568,TRUE,FALSE
"Bentleigh","19 Godfrey St",5,13,-37.9168,145.04,"Gary","18/06/2016",3204,5,3,1986,"Glen Eira",2,772,0.614925942504335,0.778757841301869,-1.34647148828871,0.427595334057246,"Grandes","Moderna","Muchas_plazas","Southern_Metropolitan","h","VB","Muchos_baños","Muchos_dormitorios","Más_populares",1600000,6.20411998265593,TRUE,TRUE
"Bentleigh","5 Luckins Rd",3,13,-37.9315,145.0445,"Buxton","18/06/2016",3204,3,1,1950,"Glen Eira",2,694,0.614925942504335,0.63646048958144,-1.53100608470611,0.470912360719213,"Medianas","Antigua","Muchas_plazas","Southern_Metropolitan","h","PI","Pocos_baños","Pocos_dormitorios","Más_populares",1165000,6.06632592536204,TRUE,FALSE
"Bentleigh","147 Tucker Rd",4,13,-37.9215,145.0505,"hockingstuart","18/06/2016",3204,4,2,NA,"Glen Eira",3,591,0.614925942504335,0.421829380293453,-1.40547234564666,0.528668396268412,"Grandes","Desconocido","Muchas_plazas","Southern_Metropolitan","h","S","Muchos_baños","Muchos_dormitorios","Más_populares",1355000,6.13193929521042,TRUE,TRUE
"Bentleigh","13 Wood St",4,13,-37.9224,145.0462,"hockingstuart","18/06/2016",3204,4,2,1950,"Glen Eira",4,736,0.614925942504335,0.714959475896669,-1.41677038216203,0.487276570791482,"Grandes","Antigua","Muchas_plazas","Southern_Metropolitan","h","S","Muchos_baños","Muchos_dormitorios","Más_populares",1910000,6.28103336724773,TRUE,TRUE
"Bentleigh","1/7 Uonga Rd",2,13,-37.929,145.0375,"hockingstuart","19/11/2016",3204,2,1,1960,"Glen Eira",3,336,0.614925942504335,-0.33259792338437,-1.49962264994127,0.403530319245102,"Pequeñas","Antigua","Muchas_plazas","Southern_Metropolitan","u","S","Pocos_baños","Pocos_dormitorios","Más_populares",820000,5.91381385238372,FALSE,FALSE
"Bentleigh","2 Marquis Rd",3,13,-37.9307,145.0444,"Buxton","22/05/2016",3204,3,1,NA,"Glen Eira",2,694,0.614925942504335,0.63646048958144,-1.52096338558138,0.469949760126695,"Medianas","Desconocido","Muchas_plazas","Southern_Metropolitan","h","S","Pocos_baños","Pocos_dormitorios","Más_populares",895000,5.95182303531591,FALSE,FALSE
"Bentleigh","3 Somers St",4,13,-37.9148,145.0243,"Woodards","22/05/2016",3204,4,2,NA,"Glen Eira",1,292,0.614925942504335,-0.520110783458949,-1.32136474047678,0.276467041037028,"Grandes","Desconocido","Pocas_plazas","Southern_Metropolitan","h","S","Muchos_baños","Muchos_dormitorios","Más_populares",1041000,6.01745072951054,TRUE,FALSE
"Bentleigh","81 Fromer St",4,13,-37.9289,145.0481,"hockingstuart","22/08/2016",3204,4,2,1970,"Glen Eira",2,611,0.614925942504335,0.466291634919164,-1.49836731255064,0.505565982048787,"Grandes","Antigua","Muchas_plazas","Southern_Metropolitan","h","S","Muchos_baños","Muchos_dormitorios","Más_populares",1430000,6.15533603746506,TRUE,TRUE
"Bentleigh","13 Horsley St",2,13,-37.9178,145.0413,"Buxton","22/08/2016",3204,2,1,1970,"Glen Eira",2,274,0.614925942504335,-0.605112641606392,-1.35902486219463,0.440109141759713,"Pequeñas","Antigua","Muchas_plazas","Southern_Metropolitan","h","S","Pocos_baños","Pocos_dormitorios","Más_populares",910000,5.95904139232109,TRUE,FALSE
"Bentleigh","11 Wilson St",4,13,-37.9155,145.0243,"Buxton","22/08/2016",3204,4,4,2012,"Glen Eira",2,579,0.614925942504335,0.394423958963708,-1.33015210221097,0.276467041037028,"Grandes","Moderna","Muchas_plazas","Southern_Metropolitan","h","PI","Muchos_baños","Muchos_dormitorios","Más_populares",2520000,6.40140054078154,TRUE,TRUE
"Bentleigh","11/27 Patterson Rd",2,13,-37.9245,145.0336,"hockingstuart","24/09/2016",3204,2,1,NA,"Glen Eira",2,118,0.614925942504335,-1.73058970487382,-1.4431324673645,0.365988896138246,"Pequeñas","Desconocido","Muchas_plazas","Southern_Metropolitan","u","S","Pocos_baños","Pocos_dormitorios","Más_populares",635000,5.80277372529198,FALSE,FALSE
"Bentleigh","21 Charlton St",3,13,-37.9217,145.0315,"Buxton","25/02/2017",3204,3,2,NA,"Glen Eira",4,587,0.614925942504335,0.41275656143952,-1.40798302042784,0.345774283695903,"Medianas","Desconocido","Muchas_plazas","Southern_Metropolitan","h","S","Muchos_baños","Pocos_dormitorios","Más_populares",1280000,6.10720996964787,TRUE,FALSE
